	sample_received_month	latitude	longitude	elevation	pH_laboratory	tta_laboratory	cfu_lab	cfu_yeasts	r_samp_source	r_samp_country	covid	r_dough_source	r_dough_stor_device	r_dough_cover	r_yeast_usage_prior	r_flour_type_red_red	r_flour_quality	r_flour_organic	r_flour_change	r_water_type	r_flour_additions	r_backslop_freq	r_refreshment_flour	r_temp_feeding	r_time_feeding	r_stor_feeding	r_dough_size_feeding	r_temp_storage	r_ph_value_citizen	cat	dog	other_with_hair	other_without_hair	r_plants	r_kids	r_flour_comp_not_determ	r_wheat	r_semi_wholemeal_wheat	r_wholemeal_wheat	r_rye	r_wholemeal_rye	r_wholemeal_spelt	r_spelt	r_barley	r_other_wheat_varieties	r_gluten_free_flour	p_number_sourdoughs	p_after_feeding	p_bread_making_frequency	p_skill	p_perceived_health_benefits	p_alcoholic_beverage	p_acid_beverage	p_dairy_products	p_fermented_vegetables_fruits	p_other_fermentations	dough_age	sample_transport_dur	dough_yield	s_grain_cereal_score	s_fermented_score	s_veggie_score	s_animal_score	s_chemical_score	s_body_odour_score	s_fruity_score	s_toasted_score	s_sour_score	s_ocean_score	s_earthy_score	s_fermented_dairy_score	s_nutty_score	hub	cluster
f3d02	December	46.07	8.96	602	3.62	17.26	10.08393982	8.370724093	household	Switzerland	post	started myself	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	yes	8	60	24	3	kitchen counter	150	6	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	no	no	no	no	no	no	1	3	150	2	1	2	0	1	0	1	0	0	0	0	1	0	ETHZ	2
b7231	December	47.32	8.58	416	3.73	9.52	10.66651798	7.964802822	household	Switzerland	post	started myself	plastic container	other	yes	wheat	endosperm	no	no	tap water	no	30	43.5	17	16	proofing chamber	190	17	4.82	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	4	>5	no	no	no	no	no	yes	0	2	250	2	1	0	0	0	0	0	0	0	0	0	1	0	ETHZ	2
920ee	December	47.32	8.58	416	3.67	10.34	11.09760433	8.350025349	household	Switzerland	post	started myself	plastic container	loose lid	yes	wheat	endosperm	no	no	tap water	no	30	30	17	12	proofing chamber	90	17	4.68	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	4	>5	no	no	no	no	no	yes	0	2	200	1	1	0	0	0	0	0	0	0	0	0	1	0	ETHZ	2
5d0e7	January	46.17	9.04	732	3.98	9.22	11.1044871	9.94939001	household	Switzerland	covid	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	40	23	4	warm place	75	4	4.8	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	1	2 to 5	no	no	no	no	no	no	3	4	150	0	1	0	0	0	0	1	0	0	0	0	1	0	ETHZ	3
9c3fa	March	46.5	8.95	759	3.72	9.1	9.54836716	6.60205999	household	Switzerland	covid	started myself	glass jar	other	yes	wheat	endosperm	yes	yes	tap water	no	30	50	12	24	fridge	50	12	4.6	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	12	2 to 5	yes	no	yes	no	no	yes	4	1	142	1	2	0	0	1	0	1	0	0	0	0	1	0	ETHZ	3
2ed6b	December	46	8.92	466	3.78	12.96	10.19835025	8.342744201	household	Switzerland	covid	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	4	70	20	2	fridge	60	6	5.1	no	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	yes	no	no	no	no	3	3	150	2	0	0	0	1	0	1	0	0	0	0	0	0	ETHZ	3
4083f	December	46.03	8.98	194	3.62	14.33	9.404344154	7.748625673	household	Switzerland	covid	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	70	5	24	fridge	150	5	3.9	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	3	fridge	4	2 to 5	yes	yes	no	no	no	no	3	1	157.1428571	0	1	0	0	0	0	0	0	0	0	0	0	0	ETHZ	4
d4174	December	46.03	8.98	194	3.64	15.31	9.496550394	7.732945757	household	Switzerland	covid	received from a home baker	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	100	5	24	fridge	200	5	4.4	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	3	fridge	4	2 to 5	yes	yes	no	no	no	no	3	1	150	0	1	0	0	0	0	0	0	0	0	0	0	0	ETHZ	4
c9318	January	45.99	8.94	304	3.72	14	11.3888114	9.1271048	household	Switzerland	covid	received from a bakery	plastic container	closed lid	no	wheat	endosperm	yes	yes	bottled water	no	1	160	27	4	warm place	300	5	5.1	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	yes	no	no	3	3	150	1	0	1	0	1	0	2	0	0	0	1	1	1	ETHZ	3
ccae5	May	45.86	9.02	457	3.62	7.09	8.359407937	6.50485848	household	Switzerland	covid	started myself	glass jar	closed lid	no	wheat	endosperm	yes	no	bottled water	no	4	50	20		fridge	140	6	4.8	no	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	no	no	no	4	1	180	1	0	2	0	0	0	1	0	0	0	0	1	0	ETHZ	3
e3598	December	46.18	8.82	256	3.73	10.12	11.11925589	9.198657087	household	Switzerland	covid	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	4	90	20	6	kitchen counter	10	6	5.1	yes	no	no	no	yes	yes	yes	1	0	0	0	0	0	0	0	0	0	1	fridge	8	2 to 5	yes	no	no	no	no	no	3	7	150	1	1	0	0	0	0	0	0	2	0	0	2	0	ETHZ	3
5cf36	January	46.07	8.97	567	3.71	12.74	10.8739016	8.133532009	household	Switzerland	pre	started myself	glass jar	plastic wrap	yes	wheat	endosperm	no	yes	tap water	no	4	60	28	3	proofing chamber	100	4	4.6	yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	8	4	166.6666667	3	1	0	0	0	0	1	0	0	0	0	1	0	ETHZ	3
2bd18	December	46.46	6.89	529	3.68	12.72	10.7673258	8.040726693	household	Switzerland	covid	started myself	glass jar	loose lid	yes	rye	endosperm	yes	no	tap water	yes	4	200	24	3	kitchen counter	500	5		yes	no	no	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	2	fridge	4	>5	yes	no	no	no	no	no	3	2	200														ETHZ	1
69b2f	December	46.46	6.89	529	3.87	17.45	10.51731456	7.504250868	household	Switzerland	pre	started myself	glass jar	loose lid	yes	rye	endosperm	yes	yes	tap water	no	4	300	20	3	kitchen counter	350	6	4.6	yes	no	no	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	2	fridge	4	>5	yes	no	no	no	no	no	6	2	200	2	0	0	0	0	0	0	0	0	0	0	1	0	ETHZ	1
7915a	March	47.13	7.25	440	3.72	19.01	7.73845935	7.77218723	artisanal bakery	Switzerland	covid	started myself	plastic container	closed lid	yes	rye	wholemeal	yes	no	tap water	no	30	100	23	6	kitchen counter	300	23	4.93	yes	no	no	no	no	yes	no	0	0	0	0	1	0	0	0	0	0	2	keep at RT	30	professional	yes	no	no	no	yes	no	3	2	220	1	1	0	0	0	0	0	0	1	0	0	1	1	ETHZ	1
15bd6	January	47.14	7.26	436	3.82	22.09	11.09342169	7.572256697	household	Switzerland	covid	started myself	glass jar	loose lid	no	rye	wholemeal	yes	no	tap water	no	4	110	22	6	kitchen counter	150	8	3.8	no	no	no	no	yes	no	no	0	0	0	0	1	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	3	3	200	0	1	0	0	0	0	0	0	1	0	0	0	0	ETHZ	3
3ff35	December	46.81	7.18	664	3.64	14.79	11.31470969	8.858950456	household	Switzerland	covid	started myself	glass jar	loose lid	yes	other	mix	no	yes	tap water	no	12	10	21	10	kitchen counter	30	5	4.6	yes	no	no	no	no	no	no	0	0.67	0	0.33	1	0	0	0	0	0	1	fridge	12	2 to 5	yes	no	yes	no	yes	no	2	2	200	1	2	0	0	0	0	0	1	1	0	0	1	0	ETHZ	3
4bc97	December	47.38	8.49	411	3.84	14.74	9.468209479	7.618541858	household	Switzerland	pre	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	4	100	26	3	kitchen counter	200	4		no	yes	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	2	fridge	8	professional	yes	no	no	no	no	no	10	14	200														ETHZ	2
59eb8	December	47.38	8.49	411	3.83	11.9	10.82736927	8.129823206	household	Switzerland	pre	received from a home baker	glass jar	loose lid	yes	wheat	wholemeal	no	yes	tap water	no	4	100	22	4	kitchen counter	200	4	4.6	no	yes	no	no	yes	yes	no	1	1	0	0	0	0	0	0	0	0	2	fridge	8	professional	yes	no	no	no	no	no	9	2	200	2	1	1	1	1	1	1	1	0	0	0	1	0	ETHZ	2
38c2b	December	47.37	8.52	419	3.63	17.7	11.42553422	9.122299242	household	Switzerland	pre	received from a home baker	glass jar	loose lid	no	other	mix	yes	yes	bottled water	no	4	150	21	4	kitchen counter	400	4	4.1	no	no	no	no	yes	no	no	0.5	0	0.5	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	yes	no	4	3	200	1	0	0	0	1	0	0	0	0	1	0	1	0	ETHZ	3
c7352	January	47.36	8.65	486	3.67	19.8	11.13097669	7.352750731	household	Switzerland	post	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	no	tap water	no	1	100	21	24	kitchen counter	100	1	5	no	no	no	no	no	no	no	0	0.6	0.4	0	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	no	yes	no	0	14	200	1	0	1	0	0	0	1	1	0	0	0	2	0	ETHZ	3
18ca1	January	46.19	8.84	551	3.87	9.49	8.86583682	8.66405918	household	Switzerland	pre	received from a home baker	glass jar	plastic wrap	yes	wheat	endosperm	no	no	tap water	no	4	102	28	4	proofing chamber	150	5	4.6	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	12	>5	no	no	no	yes	no	no	7	2	150	1	2	0	0	0	0	0	0	0	0	0	1	0	ETHZ	4
ced8d	March	47.39	8.48	408	3.73	14.14	8.98778665	7.38127304	household	Switzerland	pre	started myself	glass jar	loose lid	yes	wheat	wholemeal	yes	yes	tap water	no	2	50	5		fridge	150	5		no	no	no	no	yes	yes	no	0	0	1	0	0	0	0	0	0	0	1	fridge	4	>5	yes	yes	no	yes	no	no	7	3	200														ETHZ	3
b3038	January	47.4	8.49	400	3.63	22.16	10.95999484	8.38241826	household	Switzerland	pre	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	no	tap water	no	2	50	20	8	kitchen counter	100	5	4.6	no	no	no	no	no	yes	no	0	0	0	0	1	0	0	0	0	0	2	fridge	3	>5	yes	no	no	no	yes	no	5	28	200	1	0	0	0	0	0	0	0	1	0	0	1	0	ETHZ	3
bb430	January	47.4	8.49	400	3.7	11.63	11.2435341	8.08761374	household	Switzerland	pre	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	yes	tap water	no	2	50	20	8	kitchen counter	110	5	5.1	no	no	no	no	no	yes	no	0	1	0	0	1	0	0	0	0	0	2	fridge	3	>5	yes	no	no	no	yes	no	5	28	200	1	1	0	0	0	0	1	0	0	0	0	0	0	ETHZ	3
dc184	December	47.38	8.52	412	3.49	18.88	10.94051648	8.674996626	household	Switzerland	pre	received from a home baker	glass jar	closed lid	yes	rye	endosperm	yes	yes	tap water	no	2	40	20	8	kitchen counter	85	5	4.6	no	no	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0	3	fridge	3	>5	yes	no	no	yes	no	no	9	4	200	0	1	0	0	0	0	1	0	0	0	0	1	0	ETHZ	1
7d240	December	47.38	8.52	412	3.61	29.38	10.63948649	8.535091568	household	Switzerland	pre	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	no	tap water	no	2	40	20	8	kitchen counter	85	5	5.1	no	no	no	no	no	no	no	0	0	1	0	0	0	0	0	0	0	3	fridge	1	>5	yes	no	no	yes	no	no	7	4	200	1	0	0	0	0	0	1	0	0	0	0	1	0	ETHZ	1
aeed8	December	47.38	8.52	412	3.55	12.59	11.06595298	9.120543907	household	Switzerland	pre	received from a home baker	glass jar	closed lid	yes	wheat	endosperm	yes	yes	tap water	no	2	40	25	6	warm place	90	5	5.1	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	3	fridge	3	>5	yes	no	no	yes	no	no	6	4	200	1	0	0	0	0	0	1	0	0	0	0	0	0	ETHZ	3
4ba4b	December	47.38	8.53	404	3.93	13.68	8.179390435	8.375021311	household	Switzerland	covid	started myself	glass jar	loose lid	no	wheat	wholemeal	no	no	tap water	no	4	50	21	12	kitchen counter	50	5	4.6	no	no	no	no	no	no	no	0	0.5	0.5	0	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	no	no	no	3	4	200	1	1	0	0	0	0	1	0	0	0	1	0	0	ETHZ	3
27b87	December	47.54	7.6	287	3.59	19.45	9.314749872	8.115941352	household	Switzerland	pre	started myself	glass jar	loose lid	yes	other	mix	yes	no	tap water	no	4	100	21	4	kitchen counter	100	6	4.6	no	no	no	yes	yes	no	no	0	0.5	0	0	0.5	0	0	0	0	0	1	fridge	4	>5	no	no	yes	no	yes	no	6	6	200	1	0	0	0	0	0	0	0	1	0	0	0	0	ETHZ	4
774f1	December	47.37	8.52	419	3.74	9.74	11.0136797	8.141363998	household	Switzerland	post	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	30	100	28	4	proofing chamber	100	14	4.1	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	0.5 to 2	yes	no	no	no	no	no	0	3	143	0	0	0	0	0	0	1	0	0	0	0	1	0	ETHZ	1
ed0c6	December	47.37	8.52	419	3.63	9.41	10.94250411	9.173019065	household	Switzerland	post	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	30	50	26	3	proofing chamber	100	10	4.2	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	0.5 to 2	yes	no	no	no	no	no	0	3	180	0	0	0	0	0	0	1	0	1	0	0	1	0	ETHZ	1
c7bdd	February	46.2	6.19	428	3.76	19.18	10.7867514	8.06140159	artisanal bakery	Switzerland	pre	started myself	plastic container	closed lid	no	rye	wholemeal	yes	yes	tap water	no	30	100	28	2	kitchen counter	100	25	4.4	no	no	no	no	no	no	no	0	0	0	0	1	0	0	0	0	0	2	keep at RT	30	professional	yes	no	no	no	no	no	5	6	220	2	0	0	0	0	0	1	0	1	0	0	1	0	ETHZ	1
4314f	February	46.2	6.19	428	3.68	13.4	10.5705429	8.19163125	artisanal bakery	Switzerland	pre	received from a bakery	plastic container	loose lid	no	wheat	endosperm	yes	no	tap water	no	30	100	28	3	kitchen counter	100	28	4.4	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	30	professional	yes	no	no	no	no	no	20	28	145	0	0	0	0	0	0	1	0	0	0	0	2	0	ETHZ	1
9977e	December	47.39	8.41	483	3.78	13.34	11	8.816968503	household	Switzerland	post	other	plastic container	closed lid	yes	other	mix	yes	yes	tap water (descaled/filtered)	no	4	160	23	3	kitchen counter	160	7	5.1	no	no	no	no	no	yes	no	0	0.5	0	0	0	0	0.5	0	0	0	1	fridge	4	<0.5	no	no	no	no	no	no	0	4	200	1	3	1	0	0	0	1	0	0	0	0	1	0	ETHZ	3
837f4	January	47.27	8.2	545	4	11.06	10.9385197	10.4548449	artisanal bakery	Switzerland	covid	started myself	glass jar	loose lid	yes	other	other	yes	no	tap water (descaled/filtered)	no	2	400	25	8	warm place	200	4		no	no	no	no	no	yes	no	0	0	0	0	0	0	0	0	0	1	5	fridge	8	professional	yes	no	no	no	yes	no	2	2	180														ETHZ	3
a254b	January	47.27	8.2	545	3.71	14.93	10.6541765	8.41921666	artisanal bakery	Switzerland	covid	started myself	glass jar	loose lid	yes	rye	endosperm	yes	no	tap water (descaled/filtered)	no	2	400	25	8	warm place	200	4		no	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	5	fridge	8	professional	yes	no	no	no	yes	no	2	2	180														ETHZ	2
caaf4	January	47.27	8.2	545	3.7	10.89	8.35855672	8.17937913	artisanal bakery	Switzerland	covid	started myself	glass jar	loose lid	yes	wheat	endosperm	yes	no	tap water (descaled/filtered)	no	2	400	25	8	warm place	200	4		no	no	no	no	no	yes	no	1	0	0	1	0	0	0	0	0	0	5	fridge	8	professional	yes	no	no	no	yes	no	2	2	180														ETHZ	2
a2126	December	47.46	8.39	437	3.75	13.39	10.59549622	8.306059247	household	Switzerland	post	other	plastic container	closed lid	yes	spelt	endosperm	no	no	tap water (descaled/filtered)	no	4	40	19	3	kitchen counter	80	6	3.8	no	no	yes	no	no	yes	no	0	0	0	0	0	0	1	0	0	0	1	fridge	4	0.5 to 2	no	no	no	no	no	no	0	4	150	1	0	0	0	0	0	0	0	1	0	0	0	0	ETHZ	3
ff531	December	47.42	8.5	473	3.73	14.38	11.04921802	8.224401192	household	Switzerland	post	other	glass jar	loose lid	yes	wheat	wholemeal	yes	yes	tap water	yes	4	30	19	4	kitchen counter	30	10	4.1	yes	no	no	no	no	no	no	0	1	0.7	0	0.05	0	0.05	0	0	0.1	1	fridge	4	<0.5	no	no	no	no	no	no	0	4	166.6666667	2	2	1	0	1	0	0	1	0	2	0	2	1	ETHZ	5
13ad6	January	46.81	7.15	631	3.72	19.07	11.31806333	7.727751202	household	Switzerland	post	started myself	glass jar	closed lid	yes	other	mix	yes	no	tap water	no	8	50	22	8	kitchen counter	400	4		no	no	no	no	yes	yes	no	0	0	0.5	0	0.5	0	0	0	0	0	1	fridge	8	0.5 to 2	yes	no	no	no	no	no	0	3	200														ETHZ	5
ffa1c	January	47.27	8.66	484	3.74	23.55	9.68033551	7.40041568	household	Switzerland	post	other	glass jar	closed lid	no	wheat	wholemeal	no	yes	tap water	no	2	75	23	6	kitchen counter	0	5	4.1	no	no	no	no	no	yes	no	0	0	1	0	0	0	0	0	0	0	1	fridge		<0.5	yes	no	no	no	no	no	0	8	200	0	1	0	0	1	0	0	0	0	0	0	1	0	ETHZ	3
45b5a	May	47.47	8.29	516	3.65	15.22	9.139879086	6.591306088	household	Switzerland	pre	received from a bakery	glass jar	closed lid	no	other	mix	no	yes	tap water (descaled/filtered)	no	4	180	22	11	kitchen counter	50	6	4.8	no	no	no	no	no	yes	no	0.6818	0	0	0.091	0	0	0.2273	0	0	0	1	fridge	4	>5	yes	yes	no	no	yes	yes	5	7	166.6666667	1	1	1	1	1	1	1	1	1	1	1	1	1	ETHZ	2
437f6	February	46.93	7.46	522	3.77	16.22	10.2406493	7.49031432	household	Switzerland	covid	started myself	glass jar	other	yes	other	mix	no	no	tap water	no	4	50	23	5	kitchen counter	100	3	4.8	no	no	no	no	yes	no	no	0.5	0	0.333333333	0	0.5	0	0	0	0	0	1	keep at RT	4	>5	yes	no	no	no	no	no	2	3	200	1	1	0	0	0	0	0	1	1	0	0	2	0	ETHZ	3
98ab6	January	47.4	8.54	466	3.72	12.62	11.0934217	10.4440448	household	Switzerland	pre	started myself	plastic container	closed lid	yes	wheat	wholemeal	yes	no	tap water	no	12	100	21	12	fridge	1000	5	4.6	no	no	no	no	no	no	no	1	1	0	0	0	0	0	0	0	0	1	keep at RT	4	2 to 5	yes	no	no	yes	no	no	5	2	190	0	1	0	0	0	0	0	0	1	0	0	1	0	ETHZ	3
ba2e3	December	47.42	8.55	431	4.14	13.68	10.13749013	7.95349948		Switzerland	post	started myself				other	other													no	no	no	no			no	0	0	0	0	0	0	0	0	0	0		other				no	no	no	no	no																	ETHZ	3
8c83f	January	47.66	12.4	591	3.6	27.2	9.60270465	8.458077256	household	Austria	covid	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	no	tap water	no	4	150	22	16	kitchen counter	1	6		no	no	no	no	yes	yes	no	0	0	0	0	1	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	yes	no	3	6	200														ETHZ	5
ecd75	January	47.52	12.13	603	4.13	9.97	3.237958078	0	household	Austria	post	started myself	plastic container	loose lid	yes	rye	endosperm	no	yes	tap water	no		150	20	18	kitchen counter	50	0	4.6	no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	1	other	1	>5	yes	no	no	no	yes	no	0	6	200	1	1	0	0	0	0	0	0	1	0	0	0	0	ETHZ	3
a9e70	January	47.54	7.87	356	3.72	10.15	10.6334685	8.30756658	household	Switzerland	covid	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	yes	tap water	no	12	120	24	2	warm place	160	6	5.3	yes	no	no	no	no	no	no	1	1	0	0	0	0	0	0	0	0	2	fridge	12	2 to 5	yes	no	no	no	no	no	3	4	200	1	2	2	0	0	0	0	1	0	0	0	1	1	ETHZ	3
8a92d	April	46.96	7.46	555	3.5	22.29	9.427145153	7.428508218	bakery	Switzerland	pre	started myself	plastic container	closed lid	no	other	mix	no	no	tap water	no	4	3000	23	8	warm place				no	no	no	no	no	no	no	0.1	0	0	0	0.9	0	0	0	0	0	1	keep at RT	4	>5	yes	no	yes	no	yes	no	6	6	200														ETHZ	1
e4380	March	46.52	6.63	493	3.76	15.16	10.3996711	7.25527251	household	Switzerland	post	received from a bakery	glass jar	closed lid	no	spelt	endosperm	no	yes	tap water	no	2	30	22	4	kitchen counter	200	8	4.4	no	no	no	no	no	no	no	0	0	0	0	0	0	1	0	0	0	1	fridge	1	0.5 to 2	yes	no	no	no	yes	no	1	3	200	0	1	1	0	0	0	1	0	1	0	0	0	0	ETHZ	3
f4561	January	47.56	7.56	282	3.87	19.12	10.0899051	8.40881672	household	Switzerland	covid	started myself	glass jar	loose lid	no	wheat	wholemeal	yes	no	tap water	no	4	100	21	4	kitchen counter	300	21	3.8	no	yes	no	no	yes	no	no	0	0	1	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	3	2	200	0	0	0	0	0	1	0	0	0	0	0	0	0	ETHZ	3
6f8f1	January	47.39	8.62	442	3.59	12.4	11.447158	8.12383768	household	Switzerland	post	started myself	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	8	75	23	5	kitchen counter	90	22	4.8	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0		other				no	no	no	no	no	2	8	200	2	0	0	0	0	0	0	0	0	0	1	0	0	ETHZ	3
d527e	March	47.32	8.38	443	3.66	17.5	9.26656701	7.49778903	bakery	Switzerland	pre	started myself	glass jar	closed lid	no	wheat	wholemeal	yes	no	tap water	no	30	100	24	8	kitchen counter	200	24	5.4	no	yes	no	no	no	no	no	0	0.5	0.5	0	0	0	0	0	0	0	2	keep at RT	12	2 to 5	yes	no	yes	yes	no	no	6		200	1	1	0	0	0	0	0	0	1	0	0	1	0	ETHZ	1
83c58	March	47.32	8.38	443	3.84	20.34	9.62000953	7.74202951	bakery	Switzerland	pre	started myself	glass jar	closed lid	no	wheat	wholemeal	yes	no	tap water	no	30	100	24	8	kitchen counter	200	24	5.4	no	yes	no	no	no	no	no	0	0.5	0.5	0	0	0	0	0	0	0	2	keep at RT	12	2 to 5	yes	no	yes	yes	no	no	6		200	1	1	0	0	0	0	0	0	1	0	0	1	0	ETHZ	1
6da3f	January	47.38	8.54	416	3.64	17.11	9.39794001	8.15528455	artisanal bakery	Switzerland	covid	started myself	plastic container	closed lid	yes	wheat	wholemeal	yes	no	tap water	no	30	100	25	8	kitchen counter	100	5	5.4	no	no	no	no	no	no	no	0	1	1	0	0	0	0	0	0	0	1	keep at RT	30	professional	yes	no	no	no	no	no	4	6	200	1	0	1	0	0	0	0	1	1	0	1	1	0	ETHZ	2
c2e93	March	47.34	8.53	417	3.5	12.44	6	6.924252054	household	Switzerland	post	received from a bakery	glass jar	closed lid	yes	wheat	wholemeal	no	yes	tap water	no	4	30	26	4	warm place	80	5	4.6	no	no	no	no	no	no	no	1	1	0	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	yes	no	yes	no	2	5	200	0	2	0	0	1	0	1	0	0	0	1	0	0	ETHZ	2
7b9fc	February	51.09	7.06	124	3.67	23.07	10.5705429	8.15498911	household	Germany	post	started myself	glass jar	other	yes	rye	wholemeal	yes	yes	tap water	no	4	0	16	21	other	350	4	4.8	yes	no	no	no	yes	no	no	0	0	0	0	1	0	0	0	0	0	1	fridge	4	>5	yes	no	no	yes	no	no	2	7		4	0	0	0	0	0	0	0	0	0	0	0	0	ETHZ	3
3807e	February	47.6	7.66	728	3.7	24.16	9.32786184	6.18298497	household	Germany	covid	started myself	glass jar	loose lid	yes	rye	endosperm	no	yes	tap water	no	4	20	18	13	kitchen counter	55	7	4.4	no	no	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	2	10	200	0	1	0	0	0	0	0	0	1	0	0	1	0	ETHZ	3
7745a	April	52.47	13.32	55	3.71	21.01	8.886735079	8.868056362	household	Germany	pre	received from a home baker	glass jar	closed lid	yes	rye	endosperm	yes	no	tap water	no	2	50	20	14	kitchen counter	40	4	4.4	no	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	1	>5	yes	no	no	no	no	no	6	9	200	1	0	1	0	1	0	0	0	0	0	0	2	0	ETHZ	3
7e3ac	February	51.48	6.4	29	3.7	25.58	9.51066314	5.32237008	household	Germany	pre	received from a home baker	glass jar	closed lid	yes	rye	endosperm	yes	yes	tap water	no	2	100	30	6	warm place	231	5	4.5	no	yes	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	1	fridge	3	>5	yes	no	no	no	no	no	7	7	200	0	2	0	0	0	0	0	0	1	0	0	1	0	ETHZ	3
a99aa	February	47.8	9.64	496	3.65	22.61	9.44715803	6.60205999	household	Germany	post	received from a home baker	glass jar	closed lid	yes	rye	endosperm	no	no	tap water	no	4	30	22	6	warm place	70	5	4.4	no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	0.5 to 2	no	no	no	no	no	no	2	7	200	1	1	0	0	1	0	0	0	0	0	0	0	0	ETHZ	3
9f6c0	April	51.11	13.77	209	3.56	14.99	9.110466638	3.311607698	household	Germany	pre	started myself	glass jar	closed lid	yes	wheat	endosperm	yes	yes	tap water	no	4	30	30	8	proofing chamber	75	7		yes	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	5	28	150														ETHZ	3
7d6b0	February	47.94	11.38	643	3.61	22.32	9.59769519	6	household	Germany	covid	started myself	glass jar	loose lid	yes	rye	endosperm	yes	yes	tap water	no	4	100	22	10	kitchen counter	100	6	3.8	yes	no	no	no	yes	yes	no	0	0	0	1	1	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	2	8	200	1	1	0	0	0	0	0	0	1	0	0	0	0	ETHZ	3
2d683	February	50	8.67	132	3.83	13.05	8	7.76315518	household	Germany	pre	received from a bakery	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	4	50	28	6	proofing chamber	100	6	4.4	no	no	no	no	yes	no	no	0.5	0	0.5	0	0.5	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	5	8	200	1	0	0	0	0	0	0	0	0	0	1	1	0	ETHZ	3
